
64,Radar & Sonar Engineering,K K Sharma,1,1,S K kataria & sons,2005,BRT,,*,ECED/DL/BOOK/COMM/SHA,COMM-64,,,,1,,,
65,Communication Systems ( Analog and Digital),S Sharma,6,1,S k Kateria,2012,,,*,ECED/DL/BOOk/COMM/SHARMA,COMM-65,,,,1,,,
66,Understanding communications and networks,W. A. Shay,3,1,Vikas publication,2004,**,,*,ECED/DL/BOOK/COMM/SHAY,COMM-66,,,,1,,,
67,The Wireless application protocol,S singhal S Hild,,1,Pearson,6th print 2005,**,,*,ECED/DL/BOOK/COMM/SIN,COMM-67,,,,1,,,
68,Radar systems,M I skolnik,3,1,Mc. Graw Hill,2013,,*,,ECED/DL/BOOK/COMM/SKO-2/2,COMM-68,,,,,,,
69,Digital Microwave Communication Systems,P V Sreekanth,1,1,University press,2003,BRT,,*,ECED/DL/BOOK/COMM/SREE,COMM-69,,,,1,,,
70,Fiber Otic Communication Systems and Components,S P Ugale,Reprint 2012,1,Willey India,2012,,,,ECED/DL/BOOK/COMM/SUN,COMM-70,,,,,,,
71,Computer Networks,A S Tanenbaum,3,1,PHI,1996,BRT,,*,ECED/DL/BOOK/COMM/TAN,COMM-71,,,,1,,,
72,Principles of communication systems,Taub shilling,2,1,TMH,3rd 1992,BRT,*,,ECED/DL/BOOK/COMM/TAUB,COMM-72,Akshaybhai,,,,,,
73,Theory of Line Communication,R K Tiwari & Rajiv Varshney,1,1,Dhanpat Rai,2004,BRT,,*,ECED/DL/BOOK/COMM/TIW,COMM-73,,,,1,,,
74,Advance electronic communication system,WAYNE AND TOMASI,6,1,Pearson,2006,ASM,,*,ECED/DL/BOOK/COMM/TOM-1/2,COMM-74,Akshaybhai,,,1,,,
75,Electronic communications systems Fundamentals through advanced,W Tomasi,5,2,Pearson Education,2009,Procured ,*,,ECED/DL/BOOK/COMM/Tomasi-2/2,COMM-75,,,,,,,
76,IS-95 CDMA & CDMA 2000,Vijay Garg,1,1,pearson,2002,ADD,,*,ECED/DL/BOOK/COMM/VG,COMM-76,,,,1,,,
77,Telecommunication switching systems and networks,V. Thiagarajan,2 Reprint 1994     5 Reprint 1997      9 Reprint 2000,3,PHI,1992,"1,3/3:RND",,*,"ECED/DL/BOOK/COMM/VIS-1,2,3/3",COMM-77A,COMM-77B,COMM-77C,,1,,,
78,The essential guide to RF and wireless,C. J. Weisman,,1,Pearson,first print 2001,**,,*,ECED/DL/BOOK/COMM/WEI,COMM-78,,,,1,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,57,,,

1,Op-Amps Linear Integrted Circuits,Ramakant Gayakwad,2,1,PHI,1989,JNS,*, ,ECED/DL /BOOK/AIC/GAY/2-2,AIC-1,
2,Modern Electronic Instrumentation And Measurement Techniques,Albert D. Helfrick,,1,Prentice Hall of india,1990,JNP,,*,ECED/DL /BOOK/AIC/HEL,AIC-2,
3,Linear Circuits Analysis and Synthesis,A.Ramakalyan,First print in 2005,1,Oxford Unversity,2005,JNS,,*,ECED/DL /BOOK/AIC/RAMA,AIC-3,
4,Linear Integrated circuits,D R Choudhury & S B Jain,4,1,New Age,2010,UDD,,*,ECED/DL/BOOK/AIC/CHO,AIC-4,
5,Op  amps & linear integrated circuits,J M Fiore,,1,Delmar & Thomson,2001,RND,,*,ECED/DL/BOOK/AIC/FIO,AIC-5,
6,Design with Opamp amplifieres and Analog Integrated Circuits,F. Sergio,3,1,TMH,2002,**,,*,ECED/DL/BOOK/AIC/FRA,AIC-6,Akshaybhai***
7,Design Operational Amplifiers and Analog Integrated Circuits,Sergio Franco,,1,Mc Graw Hill,1988,JNS,,*,ECED/DL/BOOK/AIC/Franco,AIC-7,
8,Op-Amps and Linear Integrated circuits,R. A. Gayakwad,4,1,PHI,2000,**,,*,ECED/DL/BOOK/AIC/GAY,AIC-8,
9,Operational Amplifiers and Linear Integrated Circuits,K L Kishore,,1,Pearson,1st print 2008,**,,*,ECED/DL/BOOK/AIC/KIS,AIC-9,
10,Introduction to oprational amplifer theory and applications,"J V wait, L P Huelsman & G A Korn",**,1,Mc. Graw Hill,1975,**,,*,ECED/DL/BOOK/AIC/WAI,AIC-10,
